"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"theta",0.307892739619136,0.305393887557315,0.310976478325437,8995.5,0.95,0.183067423123637,0.427742883311279,0.5,0.19,0.45,0.55,98.35,1.64,0.01
